route,hour,minute,lat,lon,year,month,day
53A,15,58,41.79448401409647,-87.72312429676886,2024,8,12
54,15,58,41.86995627663352,-87.7447695645419,2024,8,12
54A,15,58,42.02689634050642,-87.74698953779917,2024,8,12
54B,15,59,41.784271240234375,-87.74117670832453,2024,8,12
55,15,59,41.794800492583725,-87.61539371678087,2024,8,12
55A,15,59,41.78452210199265,-87.74119640531994,2024,8,12
55N,15,59,41.78486696879069,-87.7815367380778,2024,8,12
56,15,59,41.89298077847095,-87.65023105702501,2024,8,12
57,15,59,41.8929311964247,-87.75552368164062,2024,8,12
59,15,59,41.784095412034254,-87.60577134352464,2024,8,12
60,15,59,41.846603333333334,-87.7444,2024,8,12
62,15,59,41.79899652542606,-87.74051740092617,2024,8,12
62H,15,59,41.79211906150535,-87.74143812391493,2024,8,12
63,15,59,41.77922121683756,-87.6867446899414,2024,8,12
63W,15,59,41.7807674407959,-87.7424430847168,2024,8,12
65,15,59,41.89064025878906,-87.68726501464843,2024,8,12
66,15,59,41.894906030184984,-87.75028936413752,2024,8,12
67,15,59,41.773722428541916,-87.56761052058293,2024,8,12
68,15,59,41.98541859218052,-87.78673475615832,2024,8,12
70,15,59,41.90222930908203,-87.75128555297852,2024,8,12
71,15,59,41.765942590886894,-87.58875191428444,2024,8,12
72,15,59,41.90982771892937,-87.72653914471061,2024,8,12
73,15,59,41.91830062866211,-87.6396352450053,2024,8,12
74,15,59,41.92441940307617,-87.72754451206752,2024,8,12
75,15,59,41.75952911376953,-87.67391204833984,2024,8,12
76,15,59,41.931182861328125,-87.80550384521484,2024,8,12
77,15,59,41.93879318237305,-87.74640655517578,2024,8,12
78,15,59,41.96327514648438,-87.65603942871094,2024,8,12
79,15,59,41.75165939331055,-87.57118429788729,2024,8,12
80,15,59,41.952816009521484,-87.7944803237915,2024,8,12
81,15,59,41.968040466308594,-87.74619038899739,2024,8,12
81W,15,59,41.976736771432975,-87.84638736122533,2024,8,12
82,15,59,41.84425315856934,-87.71722946166992,2024,8,12
84,15,59,41.99616622924805,-87.76457214355469,2024,8,12
85,15,59,41.97679162025452,-87.76846313476562,2024,8,12
85A,15,59,42.01194381713867,-87.78257369995117,2024,8,12
86,15,59,41.888248443603516,-87.7825698852539,2024,8,12
87,15,59,41.73566635795262,-87.66802812659222,2024,8,12
88,15,59,41.97258174419403,-87.77584969997406,2024,8,12
90,15,59,41.895876666666666,-87.80523666666667,2024,8,12
91,15,59,41.95851740343817,-87.77701489678745,2024,8,12
92,15,59,41.970516204833984,-87.76219177246094,2024,8,12
93,15,59,41.97022889789782,-87.70847742181076,2024,8,12
94,15,59,41.77204132080078,-87.67645263671875,2024,8,12
95,15,59,41.72109603881836,-87.6685568002554,2024,8,12
96,15,59,42.00794219970703,-87.66366577148438,2024,8,12
97,15,59,42.04080360523169,-87.74865070287733,2024,8,12
100,15,59,41.7027587890625,-87.5487307593936,2024,8,12
103,15,59,41.706974029541016,-87.64186292375837,2024,8,12
106,15,59,41.708736419677734,-87.5807876586914,2024,8,12
108,15,59,41.71600914001465,-87.64322544978215,2024,8,12
111,15,59,41.69256591796875,-87.6258688706618,2024,8,12
111A,15,59,41.70853805541992,-87.58150482177734,2024,8,12
112,15,59,41.72172678433932,-87.6283353658823,2024,8,12
115,15,59,41.721824559298426,-87.61487180536443,2024,8,12
119,15,59,41.67760957990374,-87.65650394984654,2024,8,12
120,15,59,41.88518867492676,-87.63706550598144,2024,8,12
121,15,59,41.877899169921875,-87.64002990722656,2024,8,12
124,15,59,41.89190673828125,-87.61804962158203,2024,8,12
125,15,59,41.896811666666665,-87.61982,2024,8,12
126,15,59,41.876609802246094,-87.76072692871094,2024,8,12
130,15,59,41.867469787597656,-87.62685585021973,2024,8,12
134,15,59,41.88698959350586,-87.62657928466797,2024,8,12
135,15,59,41.88135642193733,-87.6323471069336,2024,8,12
136,15,59,41.88819363242701,-87.62377688759251,2024,8,12
143,15,59,41.875701904296875,-87.62328338623047,2024,8,12
146,15,59,41.8839789390564,-87.62779598236084,2024,8,12
147,15,59,41.88652826392132,-87.62440789264181,2024,8,12
148,15,59,41.89134924752371,-87.62402797880627,2024,8,12
151,15,59,41.8807391166687,-87.62931060791016,2024,8,12
152,15,59,41.94457666666667,-87.83538833333333,2024,8,12
155,15,59,41.997530550570104,-87.70144137820682,2024,8,12
156,15,59,41.93300724029541,-87.63932800292969,2024,8,12
157,15,59,41.898441314697266,-87.6183090209961,2024,8,12
169,15,59,41.7484245300293,-87.78491973876953,2024,8,12
172,15,59,41.78592666666667,-87.597445,2024,8,12
192,15,59,41.82341384887695,-87.62162017822266,2024,8,12
201,15,59,42.06425857543945,-87.69889268718782,2024,8,12
206,15,59,42.041202545166016,-87.69281076284555,2024,8,12
1,16,0,41.87636184692383,-87.62436256408691,2024,8,12
2,16,0,41.88695127572586,-87.6272212925242,2024,8,12
3,16,0,41.76370511736189,-87.61513991582962,2024,8,12
4,16,0,41.70887444943798,-87.60587762326611,2024,8,12
X4,16,0,41.72948176066081,-87.6045913696289,2024,8,12
6,16,0,41.886932373046875,-87.62720489501953,2024,8,12
7,16,0,41.87359619140625,-87.71389716968201,2024,8,12
8,16,0,41.87748336791992,-87.647216796875,2024,8,12
8A,16,0,41.7510986328125,-87.62751770019531,2024,8,12
9,16,0,41.75144032069615,-87.66339656284877,2024,8,12
X9,16,0,41.94113998413086,-87.66869354248047,2024,8,12
10,16,0,41.79206466674805,-87.58386993408203,2024,8,12
11,16,0,41.98866051121762,-87.70452532851905,2024,8,12
12,16,0,41.865821838378906,-87.75044304983956,2024,8,12
J14,16,0,41.883209228515625,-87.6302328745524,2024,8,12
15,16,0,41.78094039092193,-87.58646557782147,2024,8,12
18,16,0,41.86049898047196,-87.69751408225612,2024,8,12
20,16,0,41.880250571430594,-87.76977030436198,2024,8,12
21,16,0,41.84809333333333,-87.80926666666667,2024,8,12
22,16,0,41.87571411132812,-87.6291732788086,2024,8,12
24,16,0,41.76897048950195,-87.62979264692827,2024,8,12
26,16,0,41.88505382163852,-87.62457275390625,2024,8,12
28,16,0,41.80933380126953,-87.59149932861328,2024,8,12
29,16,0,41.75553894042969,-87.62467956542969,2024,8,12
30,16,0,41.744792097705904,-87.57638911877649,2024,8,12
31,16,0,41.83992004394531,-87.66104888916016,2024,8,12
34,16,0,41.67801223754883,-87.62047576904297,2024,8,12
35,16,0,41.83922166666667,-87.60793833333334,2024,8,12
36,16,0,41.99152628580729,-87.66033935546875,2024,8,12
37,16,0,41.92525863647461,-87.65345764160156,2024,8,12
39,16,0,41.822736666666664,-87.60240666666667,2024,8,12
43,16,0,41.81760207466457,-87.64576986561651,2024,8,12
44,16,0,41.75468406677246,-87.65381622314453,2024,8,12
47,16,0,41.809622573852536,-87.5918586730957,2024,8,12
48,16,0,41.76958302089146,-87.67365355718704,2024,8,12
49,16,0,41.972868014604614,-87.68909141344902,2024,8,12
49B,16,0,42.004475574104156,-87.68998718261719,2024,8,12
X49,16,0,41.9709284695712,-87.68903725363991,2024,8,12
50,16,0,41.986019134521484,-87.6694564819336,2024,8,12
51,16,0,41.80142593383789,-87.66238580431256,2024,8,12
52,16,0,41.778185,-87.70343166666666,2024,8,12
52A,16,0,41.794165629260945,-87.70358477898364,2024,8,12
53A,16,0,41.796313190460204,-87.7231840133667,2024,8,12
54,16,0,41.87258099642667,-87.7448354547674,2024,8,12
54A,16,0,42.03171217441559,-87.74727237224579,2024,8,12
54B,16,0,41.78623232160296,-87.73839612688337,2024,8,12
55,16,0,41.794729336825284,-87.61932594992898,2024,8,12
55A,16,0,41.79250752925873,-87.74159336090088,2024,8,12
55N,16,0,41.78130868765024,-87.78138732910156,2024,8,12
56,16,0,41.893639458550346,-87.65122530195448,2024,8,12
57,16,0,41.891109784444176,-87.75544738769531,2024,8,12
59,16,0,41.78394965238349,-87.61092642850654,2024,8,12
60,16,0,41.846603333333334,-87.7444,2024,8,12
62,16,0,41.80013821919759,-87.73310317993165,2024,8,12
62H,16,0,41.796592712402344,-87.74283981323242,2024,8,12
63,16,0,41.779258728027344,-87.68437957763672,2024,8,12
63W,16,0,41.78032573576896,-87.742431640625,2024,8,12
65,16,0,41.890657152448384,-87.68667384556362,2024,8,12
66,16,0,41.8949089050293,-87.74652862548828,2024,8,12
67,16,0,41.77372360229492,-87.5676997258113,2024,8,12
68,16,0,41.98876997140738,-87.7927469106821,2024,8,12
70,16,0,41.90222930908203,-87.75128555297852,2024,8,12
71,16,0,41.76594924926758,-87.58672318892046,2024,8,12
72,16,0,41.90985333189673,-87.72481381163306,2024,8,12
73,16,0,41.918260527820124,-87.64297671434356,2024,8,12
74,16,0,41.92441949179006,-87.72702434451081,2024,8,12
75,16,0,41.75952911376953,-87.67391204833984,2024,8,12
76,16,0,41.931182861328125,-87.80550384521484,2024,8,12
77,16,0,41.9388245344162,-87.74329459667206,2024,8,12
78,16,0,41.96540451049805,-87.65791724709904,2024,8,12
79,16,0,41.75168045707371,-87.57581329345703,2024,8,12
80,16,0,41.95276641845703,-87.78960609436035,2024,8,12
81,16,0,41.96810792287191,-87.74050000508626,2024,8,12
81W,16,0,41.97840210487102,-87.84374000286233,2024,8,12
82,16,0,41.846646925982306,-87.71486484303193,2024,8,12
84,16,0,41.99616622924805,-87.76457214355469,2024,8,12
85,16,0,41.97602844238281,-87.76813507080078,2024,8,12
85A,16,0,42.01191329956055,-87.77417755126953,2024,8,12
86,16,0,41.888248443603516,-87.7825698852539,2024,8,12
87,16,0,41.73570735418974,-87.66457469427763,2024,8,12
88,16,0,41.97322304018082,-87.77818765947896,2024,8,12
90,16,0,41.90096833333333,-87.80540833333333,2024,8,12
91,16,0,41.95668397383256,-87.77694105668502,2024,8,12
92,16,0,41.970516204833984,-87.76219177246094,2024,8,12
93,16,0,41.973900613905506,-87.70858909510359,2024,8,12
94,16,0,41.7719841003418,-87.68242645263672,2024,8,12
95,16,0,41.72110708136307,-87.66470336914062,2024,8,12
96,16,0,42.00797861272638,-87.66185413707386,2024,8,12
97,16,0,42.04038670377911,-87.75227240796359,2024,8,12
100,16,0,41.702766842312286,-87.55607350667317,2024,8,12
103,16,0,41.706905364990234,-87.64456659952799,2024,8,12
106,16,0,41.708736419677734,-87.5807876586914,2024,8,12
108,16,0,41.711184715157124,-87.643063559461,2024,8,12
111,16,0,41.69252323459934,-87.63027098372176,2024,8,12
111A,16,0,41.70853805541992,-87.58150482177734,2024,8,12
112,16,0,41.72166720303622,-87.63270846280184,2024,8,12
115,16,0,41.721871627004525,-87.6121761924342,2024,8,12
119,16,0,41.67772777044951,-87.6474597987844,2024,8,12
