service_date,day_type,bus,rail_boardings,total_rides
11/09/2023,W,588110,454074,1042184
11/10/2023,W,461731,351382,813113
11/11/2023,A,354671,266284,620955
11/12/2023,U,294251,195035,489286
11/13/2023,W,558320,370511,928831
11/14/2023,W,581009,424128,1005137
11/15/2023,W,587609,422609,1010218
11/16/2023,W,580758,415406,996164
11/17/2023,W,544624,418827,963451
11/18/2023,A,348044,315864,663908
11/19/2023,U,278346,201431,479777
11/20/2023,W,472022,334103,806125
11/21/2023,W,465329,339605,804934
11/22/2023,W,443954,298121,742075
11/23/2023,U,187931,128326,316257
11/24/2023,W,323157,227199,550356
11/25/2023,A,310164,213175,523339
11/26/2023,U,219912,160320,380232
11/27/2023,W,505729,325992,831721
11/28/2023,W,522935,368618,891553
11/29/2023,W,553418,387126,940544
11/30/2023,W,559855,396342,956197
12/01/2023,W,513523,339748,853271
12/02/2023,A,358919,260456,619375
12/03/2023,U,268845,172945,441790
12/04/2023,W,537917,337666,875583
12/05/2023,W,556584,384481,941065
12/06/2023,W,572732,389802,962534
12/07/2023,W,580504,404303,984807
12/08/2023,W,561665,372605,934270
12/09/2023,A,369433,283097,652530
12/10/2023,U,264202,196318,460520
12/11/2023,W,517482,326238,843720
12/12/2023,W,556451,378617,935068
12/13/2023,W,559461,378896,938357
12/14/2023,W,558905,384778,943683
12/15/2023,W,535654,351722,887376
12/16/2023,A,321951,230799,552750
12/17/2023,U,271335,184885,456220
12/18/2023,W,498940,306545,805485
12/19/2023,W,527927,342290,870217
12/20/2023,W,540890,343581,884471
12/21/2023,W,519383,325377,844760
12/22/2023,W,418720,267301,686021
12/23/2023,A,341975,206358,548333
12/24/2023,U,247277,141693,388970
12/25/2023,U,145433,80206,225639
12/26/2023,W,360458,208665,569123
12/27/2023,W,403147,252136,655283
12/28/2023,W,392855,253397,646252
12/29/2023,W,415822,261610,677432
12/30/2023,A,340207,212901,553108
12/31/2023,U,250204,187144,437348
